# %ECSV 1.0
# ---
# datatype:
# - {name: time, unit: ns, datatype: float64}
# - {name: longitudinal, unit: V/pC, datatype: float64}
# - {name: dipole_x, unit: V/pC/m, datatype: float64}
# - {name: dipole_y, unit: V/pC/m, datatype: float64}
# meta: !!omap
# - {origin: CST and IW2D}
# - {author: Keon Hee Kim}
# - {date of production: 2026/05/15}
# - {comments: contributions from RW bellows BPMs RF cavities}
# schema: astropy-2.0
time longitudinal dipole_x dipole_y
-2.7452325034807920e-02 3.2171077170738333e-13 3.7081852394052263e-13 2.0428060617214267e-13
-2.7352255806248466e-02 2.3521503296262459e-13 4.9295528493746904e-13 2.2966409855217972e-13
-2.7252186577689023e-02 3.7549445265214394e-13 4.3562457282577164e-13 -6.8375672808703298e-14
-2.7152117349129579e-02 6.7434062093494719e-13 3.5028992165902131e-13 -1.3997266182311850e-13
-2.7052048120570129e-02 7.4768547314711556e-13 -1.8230888137072977e-13 -2.0641100765206854e-13
-2.6951978892010686e-02 4.4626619849836801e-13 -2.1788081239099549e-13 3.3281426395936163e-13
-2.6851909663451246e-02 2.8256553981738993e-13 -1.0487923200245544e-12 -8.3171225756110478e-13
-2.6751840434891792e-02 -6.2157423974536094e-14 -2.3442799004169923e-13 -6.3354738863229653e-13
-2.6651771206332348e-02 2.5190587529112438e-13 -6.7835217874943006e-13 -5.9577177761192609e-13
-2.6551701977772901e-02 3.3293698180993490e-13 -7.7878296893770955e-13 -5.0287603125012016e-13
-2.6451632749213454e-02 2.3167273234040017e-13 -9.0634275714269048e-13 -6.9302704683534131e-13
-2.6351563520654014e-02 -9.0346395048151136e-14 -6.5729875779383762e-13 -6.5633312864311675e-13
-2.6251494292094568e-02 -1.4914408205124527e-12 -9.9460578047982884e-14 -2.7345852790554545e-13
-2.6151425063535121e-02 -2.0247771357432079e-12 3.3997559811395562e-13 3.9366182364402020e-13
-2.6051355834975677e-02 -2.1521426351762797e-12 4.1053110122230102e-13 9.3524622873254825e-14
-2.5951286606416230e-02 -5.1531751616223245e-13 2.8587686548964888e-13 2.6066597372657629e-13
-2.5851217377856783e-02 -1.0641047696273595e-13 -7.7558311680327152e-13 3.9653168546056135e-13
-2.5751148149297343e-02 9.5667412676770755e-13 -1.4399740195846217e-12 -4.4982902426890844e-14
-2.5651078920737893e-02 1.3827484402420612e-12 -2.4113709890511288e-13 -8.1890569550825734e-14
-2.5551009692178450e-02 1.8474080611811278e-12 -5.7830555353347788e-14 -1.2943899657353346e-13
-2.5450940463618999e-02 1.0581742041880560e-12 -1.2075239013399711e-12 -5.5923778332505444e-13
-2.5350871235059556e-02 1.8192899387410322e-12 -1.0676691684275383e-12 -5.0307400228046473e-13
-2.5250802006500112e-02 1.1139900269019251e-12 -1.2378356166915005e-12 -1.3220254068185133e-12
-2.5150732777940665e-02 -1.9402058780913750e-13 -1.2478395088262956e-12 -1.8873482565660468e-12
-2.5050663549381222e-02 -2.0572297668332180e-14 -6.0460003250787139e-13 -3.4851999828911197e-13
-2.4950594320821775e-02 -4.5383770953056277e-13 -1.0194573240996893e-12 -9.0230519477973886e-13
-2.4850525092262328e-02 1.0662752009178286e-12 -5.0887212359462645e-13 -9.4625286496113916e-13
-2.4750455863702881e-02 6.3122690727998805e-13 -5.2656184682706319e-13 -9.2112281893914691e-13
-2.4650386635143438e-02 -1.4524535554662557e-13 -7.0892944143163981e-13 -6.9721433906389894e-13
-2.4550317406583991e-02 -1.2569815658894138e-12 -1.4085386875093969e-12 -1.0605578135860593e-12
-2.4450248178024547e-02 -1.6180127454097882e-12 -7.7604452503403566e-13 -6.3396522281325813e-13
-2.4350178949465100e-02 -3.5391445076518492e-14 -8.6546814044381643e-13 -1.1484582192832939e-12
-2.4250109720905650e-02 1.0656174916842833e-12 -1.2673595383278976e-12 -1.6385300437936807e-12
-2.4150040492346210e-02 2.0906705547084638e-12 2.2995851406977056e-13 4.1204744114069126e-13
-2.4049971263786763e-02 1.5620178692558488e-12 -8.8283816389836726e-13 -5.4559415722376604e-13
-2.3949902035227316e-02 2.4570855486209549e-12 1.1657099107554910e-13 1.1039723551564242e-13
-2.3849832806667873e-02 1.3021284307820635e-12 -2.9977858789916256e-13 1.2804000502035755e-13
-2.3749763578108426e-02 1.3650239459303459e-12 -8.7310717421497237e-13 -1.0813288861211620e-13
-2.3649694349548979e-02 4.2633963307529915e-13 1.6248351535897782e-14 -3.3016289767338892e-13
-2.3549625120989535e-02 -4.5869105622509365e-13 2.6618195635311243e-13 -2.1301798630917413e-13
-2.3449555892430092e-02 -3.7504237029143692e-13 -1.8901508670124682e-12 -9.1623277348109325e-13
-2.3349486663870645e-02 -4.4471165501898544e-13 -1.6718544260275547e-12 -1.0973443970312146e-12
-2.3249417435311202e-02 3.9183943362021506e-13 2.8242955521058817e-13 -4.4041649103543880e-13
-2.3149348206751751e-02 6.7478399802870659e-13 -3.5253376265455965e-13 -5.4805502367782797e-13
-2.3049278978192308e-02 6.4866154531072560e-13 -1.3004102672306046e-12 -6.6239181701152203e-13
-2.2949209749632861e-02 -7.9963801534012915e-13 -7.6528135345918068e-13 7.7119868202931819e-14
-2.2849140521073417e-02 -3.6244994726818494e-13 -1.6966473727808072e-13 -7.5315274279115870e-15
-2.2749071292513974e-02 -6.2655354200929576e-13 4.8256733483837589e-14 8.8458136207167209e-14
-2.2649002063954524e-02 -8.7126075770608779e-13 -1.7580497019611537e-12 -3.7327928586700612e-13
-2.2548932835395077e-02 -6.1206006132473695e-13 -4.6881735067485710e-13 4.7105619065666221e-13
-2.2448863606835637e-02 -7.8770274162129687e-13 1.4105429751666506e-13 1.7249527430098989e-13
-2.2348794378276190e-02 1.4055338444641631e-14 8.5835142604994321e-13 8.9067150219664763e-13
-2.2248725149716743e-02 -1.7817474375023966e-13 8.2513751251284153e-13 7.4840214808793874e-13
-2.2148655921157299e-02 7.6621101902821007e-13 4.1844566496534489e-13 3.0329241232584036e-13
-2.2048586692597849e-02 -8.6755792826960351e-14 1.4488787229842338e-12 9.4129849701893516e-13
-2.1948517464038402e-02 -4.7453412669826941e-13 1.8734427721336008e-13 -2.4879770508695735e-13
-2.1848448235478962e-02 -6.2221981995943948e-13 4.5040919852309783e-13 5.6492530505909298e-13
-2.1748379006919512e-02 -4.5870002540896869e-13 1.1306365235927444e-13 5.0313700792616630e-13
-2.1648309778360068e-02 -2.1587599866672016e-13 -1.5005435315053985e-13 -1.3889339453823001e-13
-2.1548240549800625e-02 1.4859386301592097e-13 5.4493212883846201e-14 -1.4431023898265181e-14
-2.1448171321241175e-02 6.6763865615264987e-13 1.2682673815555317e-12 9.8954935320830441e-13
-2.1348102092681731e-02 4.5923133132518076e-13 2.0616544461613253e-12 1.3713148939747077e-12
-2.1248032864122288e-02 8.4194840131339242e-13 1.0395913659777116e-12 5.2735702765666723e-13
-2.1147963635562841e-02 9.3674737457697196e-13 1.7224918787310645e-12 1.6726036462135937e-12
-2.1047894407003397e-02 1.3534279547972124e-12 -2.1756720202859679e-13 4.9938621965454028e-14
-2.0947825178443950e-02 8.5598994004239953e-13 3.4029675545496348e-13 -2.0512397031187101e-13
-2.0847755949884503e-02 7.6491445915770080e-14 6.6089318390154163e-13 -3.7620587863805737e-13
-2.0747686721325060e-02 -4.5245997674537347e-13 6.8482290244215237e-13 -9.1130768119542681e-14
-2.0647617492765610e-02 -7.9266902777452345e-13 3.2724300790152127e-13 1.3325182271290312e-13
-2.0547548264206170e-02 -1.6244206799362224e-13 -1.0077327511341446e-12 -1.8249352878738278e-13
-2.0447479035646726e-02 5.2337243904434652e-13 8.4887440688517799e-13 5.6794747955567256e-13
-2.0347409807087276e-02 -5.2339720827849190e-13 1.0248804308170219e-12 -1.4555139408825688e-13
-2.0247340578527832e-02 -3.1975542381387175e-13 1.0193351597757694e-13 -3.1955053026688811e-13
-2.0147271349968385e-02 -9.3678967800664835e-13 7.3133644873760926e-13 -2.4318981587528407e-13
-2.0047202121408939e-02 -1.7847700688026796e-13 1.1354236349821976e-12 1.9458368019246501e-13
-1.9947132892849495e-02 8.6424383431908054e-13 -9.6316472594046902e-13 -1.0539565946856099e-12
-1.9847063664290048e-02 1.2634283964786013e-12 4.7964683051017526e-13 2.4488592127725721e-14
-1.9746994435730598e-02 1.6958532409198043e-12 -1.2209606701861385e-13 -6.9181753575393385e-14
-1.9646925207171154e-02 9.1374013338981484e-13 -3.2508355433996908e-13 -3.7282141687455379e-13
-1.9546855978611711e-02 4.7920834847537869e-13 5.6789860140695460e-16 -4.8554166467910041e-13
-1.9446786750052264e-02 2.4739706802048654e-13 -1.0915633796767346e-12 -8.4397751635767703e-13
-1.9346717521492817e-02 5.7256568720577845e-13 -1.5158767937694839e-12 -9.4538030732801276e-13
-1.9246648292933377e-02 -1.9141093929884644e-13 -6.1732545059970287e-13 -4.7209682247315565e-13
-1.9146579064373927e-02 -4.5418300787222620e-13 -3.7644325204923432e-13 -2.7169468588809399e-13
-1.9046509835814480e-02 -3.1633645444658311e-13 -2.7916078774868667e-13 -1.5271533643624984e-13
-1.8946440607255036e-02 -2.7794800503057422e-13 -5.7594596756468974e-13 -8.0037220623185909e-13
-1.8846371378695593e-02 5.9465292809797867e-13 -8.4542784217891828e-13 -1.2545655486782488e-12
-1.8746302150136146e-02 -1.5426260660350181e-13 -7.3700087561226551e-13 -6.4443787642697220e-13
-1.8646232921576699e-02 -3.8934910932611005e-13 -1.4151926928055062e-12 -4.9892432271040620e-13
-1.8546163693017256e-02 -1.4228970610036420e-12 -1.7841333637896850e-12 -6.8813692086066440e-13
-1.8446094464457809e-02 -1.0135182430681817e-12 -6.0876251348579548e-13 -4.1442704210870897e-13
-1.8346025235898362e-02 2.2435067247559605e-14 -1.1827988955999696e-12 -1.1207149600551558e-12
-1.8245956007338918e-02 7.1763186359990970e-13 -1.3729945441499662e-12 -6.2396215670450609e-13
-1.8145886778779475e-02 9.8402313702318336e-13 -1.6642567132088808e-12 -9.7498635737973847e-13
-1.8045817550220025e-02 5.1769010800450617e-13 -1.1994749320368171e-12 -1.4619000037665961e-12
-1.7945748321660581e-02 -3.0530037316976589e-13 -4.6152970532199502e-13 -9.9986605296954730e-13
-1.7845679093101138e-02 -2.3020213363145090e-13 -1.3084416745510057e-12 -1.0733582138024663e-12
-1.7745609864541691e-02 1.3506134677025818e-13 -9.3944300124341321e-13 -9.4534685897872890e-13
-1.7645540635982247e-02 -5.2533964310590111e-13 -1.1121853967078902e-14 -8.4126308666205630e-13
-1.7545471407422800e-02 -1.0514827734397205e-12 -6.9864940160141603e-13 -6.5238004124202657e-13
-1.7445402178863350e-02 -1.3707914567159696e-12 -1.0817539456082216e-12 -7.8458225775883920e-13
-1.7345332950303907e-02 -1.1357675623450142e-12 -4.7535014853839566e-13 -6.6271413724497127e-13
-1.7245263721744460e-02 -2.0292151686674252e-13 -5.0920303507559303e-13 -8.7589122630314663e-13
-1.7145194493185016e-02 7.9858337384194386e-14 7.4802951336249928e-14 -2.3230536465148076e-13
-1.7045125264625573e-02 -2.7407052371531431e-13 -2.5624627451952965e-13 -5.0396346834871773e-13
-1.6945056036066126e-02 -6.1249771746081494e-13 -4.6404193128119508e-13 -4.8099336176310170e-13
-1.6844986807506675e-02 -1.1229484958553604e-12 -5.9266751016918287e-13 -5.1264440949928222e-13
-1.6744917578947232e-02 -8.0651673320799226e-13 -6.1735698140893064e-13 -7.3998628693842286e-13
-1.6644848350387789e-02 -2.4835636024360748e-13 -5.2987680166813434e-13 -5.8866682322372590e-13
-1.6544779121828342e-02 2.2698344309718070e-13 -1.0969393897858498e-12 -2.9369900425991652e-13
-1.6444709893268898e-02 1.2704322527927216e-13 -7.4249167088894987e-13 -1.5824869419911039e-13
-1.6344640664709451e-02 -4.6825196964956798e-13 -8.2894508383561211e-13 -2.4721527076210869e-13
-1.6244571436150004e-02 -3.4404294308714000e-13 -1.3950335299684438e-12 -6.2274795542722204e-13
-1.6144502207590557e-02 -4.5606649522953373e-14 -4.3818951564236786e-13 -6.0633916465631763e-13
-1.6044432979031117e-02 -8.9437337987775188e-13 -4.7408469223096593e-13 -6.3825934122358015e-13
-1.5944363750471671e-02 -2.1240359945506040e-12 -6.2026733339536513e-13 -5.5207153623811999e-13
-1.5844294521912224e-02 -2.7732389093985992e-12 -2.8675340113012674e-13 -1.7302444357052982e-13
-1.5744225293352780e-02 -2.6797465844246081e-12 -3.3891965201475442e-14 1.5334915706137857e-13
-1.5644156064793333e-02 -1.3408063192172796e-12 4.1954443079001859e-13 7.1338686661835971e-14
